"account_id","first_paid_at","horizon_at","split_name","days_until_first_paid","total_product_events","product_access_count","locked_attempt_count","feature_used_count","analytics_view_count","other_event_count","websites_created_before_paid","live_websites_at_first_paid","target_m6"
"ACC_000432","2025-03-16 06:29:26+02","2025-09-16 07:29:26+03","VALIDATION","109.7071643518518519","36","26","10","0","0","0","0","0",1
"ACC_000632","2025-03-18 00:34:42+02","2025-09-18 01:34:42+03","VALIDATION","42.6655671296296296","17","7","10","0","0","0","0","0",1
"ACC_000466","2025-03-18 21:41:59+02","2025-09-18 22:41:59+03","VALIDATION","99.2804976851851852","34","22","12","0","0","0","0","0",1
"ACC_000633","2025-03-19 11:49:16+02","2025-09-19 12:49:16+03","VALIDATION","40.4363541666666667","24","11","13","0","0","0","0","0",1
"ACC_000553","2025-03-19 14:30:13+02","2025-09-19 15:30:13+03","VALIDATION","68.9260763888888889","32","21","11","0","0","0","1","0",1
"ACC_000502","2025-03-19 16:40:25+02","2025-09-19 17:40:25+03","VALIDATION","91.8386921296296296","30","17","13","0","0","0","0","0",1
"ACC_000654","2025-03-20 00:01:53+02","2025-09-20 01:01:53+03","VALIDATION","32.1340972222222222","27","13","14","0","0","0","0","0",1
"ACC_000662","2025-03-21 02:50:58+02","2025-09-21 03:50:58+03","VALIDATION","32.9392361111111111","23","11","12","0","0","0","0","0",1
"ACC_000695","2025-03-21 06:10:36+02","2025-09-21 07:10:36+03","VALIDATION","25.0189351851851852","20","5","15","0","0","0","1","0",1
"ACC_000506","2025-03-21 14:54:28+02","2025-09-21 15:54:28+03","VALIDATION","92.0486458333333333","62","45","14","0","3","0","4","3",0
"ACC_000665","2025-03-25 01:17:16+02","2025-09-25 02:17:16+03","VALIDATION","36.7548032407407407","21","8","13","0","0","0","0","0",1
"ACC_000598","2025-03-25 16:01:17+02","2025-09-25 17:01:17+03","VALIDATION","61.0927662037037037","28","14","14","0","0","0","1","0",1
"ACC_000543","2025-03-25 22:41:04+02","2025-09-25 23:41:04+03","VALIDATION","79.6363657407407407","17","11","6","0","0","0","0","0",0
"ACC_000637","2025-03-26 08:11:17+02","2025-09-26 09:11:17+03","VALIDATION","45.9840393518518519","21","10","11","0","0","0","0","0",1
"ACC_000649","2025-03-27 05:13:11+02","2025-09-27 06:13:11+03","VALIDATION","40.7674537037037037","30","13","17","0","0","0","0","0",1
"ACC_000512","2025-03-27 23:58:53+02","2025-09-28 00:58:53+03","VALIDATION","95.9489930555555556","30","17","13","0","0","0","1","1",1
"ACC_000715","2025-03-28 23:33:03+03","2025-09-28 23:33:03+03","VALIDATION","27.8441550925925926","17","9","8","0","0","0","0","0",1
"ACC_000660","2025-03-30 12:52:44+03","2025-09-30 12:52:44+03","VALIDATION","43.3313888888888889","19","8","11","0","0","0","0","0",1
"ACC_000681","2025-03-30 20:20:17+03","2025-09-30 20:20:17+03","VALIDATION","39.0130324074074074","21","16","5","0","0","0","0","0",1
"ACC_000646","2025-04-01 18:10:45+03","2025-10-01 18:10:45+03","TEST","47.8808333333333333","25","13","12","0","0","0","0","0",1
"ACC_000560","2025-04-01 19:56:08+03","2025-10-01 19:56:08+03","TEST","80.5255555555555556","40","32","8","0","0","0","0","0",0
"ACC_000530","2025-04-03 08:22:16+03","2025-10-03 08:22:16+03","TEST","93.7758564814814815","32","16","16","0","0","0","1","0",1
"ACC_000635","2025-04-04 20:52:52+03","2025-10-04 20:52:52+03","TEST","59.0356712962962963","26","11","15","0","0","0","0","0",1
"ACC_000666","2025-04-05 14:55:52+03","2025-10-05 14:55:52+03","TEST","47.1417245370370370","22","15","7","0","0","0","1","0",1
"ACC_000459","2025-04-06 18:16:26+03","2025-10-06 18:16:26+03","TEST","118.8802199074074074","29","25","4","0","0","0","0","0",0
"ACC_000664","2025-04-07 05:46:25+03","2025-10-07 05:46:25+03","TEST","49.7043865740740741","27","14","13","0","0","0","0","0",1
"ACC_000712","2025-04-08 18:57:02+03","2025-10-08 18:57:02+03","TEST","41.0272916666666667","19","6","13","0","0","0","0","0",1
"ACC_000498","2025-04-08 19:02:18+03","2025-10-08 19:02:18+03","TEST","111.9720601851851852","41","31","10","0","0","0","0","0",1
"ACC_000487","2025-04-09 08:57:22+03","2025-10-09 08:57:22+03","TEST","115.6480439814814815","37","31","6","0","0","0","0","0",1
"ACC_000706","2025-04-10 04:56:07+03","2025-10-10 04:56:07+03","TEST","40.5345601851851852","27","10","17","0","0","0","1","1",1
"ACC_000718","2025-04-10 13:42:12+03","2025-10-10 13:42:12+03","TEST","37.9355902777777778","19","10","9","0","0","0","1","0",1
"ACC_000658","2025-04-12 07:20:12+03","2025-10-12 07:20:12+03","TEST","58.5418518518518519","16","9","7","0","0","0","0","0",1
"ACC_000803","2025-04-12 08:17:47+03","2025-10-12 08:17:47+03","TEST","16.7432754629629630","19","6","13","0","0","0","0","0",0
"ACC_000685","2025-04-12 09:52:03+03","2025-10-12 09:52:03+03","TEST","51.2253356481481481","16","10","6","0","0","0","0","0",1
"ACC_000650","2025-04-14 07:25:14+03","2025-10-14 07:25:14+03","TEST","63.1393750000000000","38","21","17","0","0","0","0","0",1
"ACC_000518","2025-04-15 22:33:16+03","2025-10-15 22:33:16+03","TEST","111.7815393518518519","41","29","9","3","0","0","2","1",1
"ACC_000591","2025-04-16 21:36:59+03","2025-10-16 21:36:59+03","TEST","85.8883680555555556","29","21","8","0","0","0","0","0",1
"ACC_000524","2025-04-17 17:29:30+03","2025-10-17 17:29:30+03","TEST","107.3257407407407407","52","24","10","12","6","0","1","1",1
"ACC_000711","2025-04-18 17:03:40+03","2025-10-18 17:03:40+03","TEST","52.7591782407407407","22","14","8","0","0","0","1","0",1
"ACC_000677","2025-04-19 03:45:05+03","2025-10-19 03:45:05+03","TEST","60.0050578703703704","26","19","6","0","1","0","2","1",1
"ACC_000537","2025-04-19 14:59:55+03","2025-10-19 14:59:55+03","TEST","106.6803356481481481","30","23","7","0","0","0","0","0",1
"ACC_000542","2025-04-21 07:18:12+03","2025-10-21 07:18:12+03","TEST","106.4839583333333333","29","24","5","0","0","0","0","0",1
"ACC_000729","2025-04-21 14:30:55+03","2025-10-21 14:30:55+03","TEST","49.9838888888888889","22","17","5","0","0","0","1","0",1
"ACC_000594","2025-04-21 18:37:47+03","2025-10-21 18:37:47+03","TEST","85.8330902777777778","42","26","16","0","0","0","0","0",1
"ACC_000528","2025-04-21 19:36:43+03","2025-10-21 19:36:43+03","TEST","111.0999768518518519","38","29","9","0","0","0","0","0",1
"ACC_000744","2025-04-22 21:13:34+03","2025-10-22 21:13:34+03","TEST","46.4834722222222222","27","19","8","0","0","0","0","0",0
"ACC_000525","2025-04-25 01:51:00+03","2025-10-25 01:51:00+03","TEST","118.2703587962962963","58","43","8","3","4","0","1","1",0
"ACC_000609","2025-04-25 09:47:34+03","2025-10-25 09:47:34+03","TEST","87.5350578703703704","35","21","14","0","0","0","0","0",1
"ACC_000585","2025-04-26 02:32:12+03","2025-10-26 01:32:12+02","TEST","97.2285185185185185","52","17","8","13","14","0","3","2",1
"ACC_000801","2025-04-26 22:40:46+03","2025-10-26 21:40:46+02","TEST","27.6098726851851852","17","8","9","0","0","0","0","0",1
"ACC_000756","2025-04-27 00:01:28+03","2025-10-26 23:01:28+02","TEST","45.4300000000000000","25","11","14","0","0","0","0","0",1
"ACC_000623","2025-04-27 07:43:52+03","2025-10-27 06:43:52+02","TEST","83.6297106481481481","24","15","9","0","0","0","1","1",1
"ACC_000762","2025-04-28 03:16:29+03","2025-10-28 02:16:29+02","TEST","42.3018171296296296","18","13","5","0","0","0","0","0",0
"ACC_000645","2025-04-28 06:10:40+03","2025-10-28 05:10:40+02","TEST","76.3421296296296296","22","15","7","0","0","0","0","0",1
"ACC_000781","2025-04-28 06:45:16+03","2025-10-28 05:45:16+02","TEST","37.8439699074074074","15","8","6","0","1","0","1","1",1
"ACC_000603","2025-04-28 10:25:14+03","2025-10-28 09:25:14+02","TEST","92.6806597222222222","35","23","12","0","0","0","1","0",1
"ACC_000599","2025-04-29 04:42:31+03","2025-10-29 03:42:31+02","TEST","93.6255555555555556","36","26","10","0","0","0","1","0",1
"ACC_000639","2025-05-01 05:05:47+03","2025-11-01 04:05:47+02","TEST","82.4972453703703704","25","13","12","0","0","0","1","0",1
"ACC_000767","2025-05-02 05:34:03+03","2025-11-02 04:34:03+02","TEST","47.8539004629629630","22","16","6","0","0","0","1","1",1
"ACC_000568","2025-05-03 02:49:29+03","2025-11-03 01:49:29+02","TEST","108.1737962962962963","42","29","13","0","0","0","1","0",1
"ACC_000683","2025-05-04 06:50:01+03","2025-11-04 05:50:01+02","TEST","70.0544444444444444","46","23","9","10","4","0","2","1",1
"ACC_000587","2025-05-04 16:47:14+03","2025-11-04 15:47:14+02","TEST","106.0823842592592593","40","31","9","0","0","0","1","0",1
"ACC_000807","2025-05-06 13:36:47+03","2025-11-06 12:36:47+02","TEST","36.4695717592592593","26","14","12","0","0","0","0","0",1
"ACC_000783","2025-05-08 07:14:29+03","2025-11-08 06:14:29+02","TEST","44.8515162037037037","23","13","10","0","0","0","0","0",1
"ACC_000743","2025-05-09 03:14:01+03","2025-11-09 02:14:01+02","TEST","59.8730902777777778","19","12","4","0","3","0","2","1",1
"ACC_000776","2025-05-09 13:16:11+03","2025-11-09 12:16:11+02","TEST","47.6404050925925926","22","13","9","0","0","0","1","0",1
"ACC_000734","2025-05-09 19:59:27+03","2025-11-09 18:59:27+02","TEST","65.7389467592592593","24","16","8","0","0","0","2","0",1
"ACC_000726","2025-05-10 14:57:39+03","2025-11-10 13:57:39+02","TEST","67.3883101851851852","41","30","11","0","0","0","1","0",0
"ACC_000709","2025-05-12 01:15:50+03","2025-11-12 00:15:50+02","TEST","71.3257291666666667","39","24","15","0","0","0","1","0",1
"ACC_000829","2025-05-12 04:40:39+03","2025-11-12 03:40:39+02","TEST","34.6844444444444444","18","4","14","0","0","0","1","1",1
"ACC_000626","2025-05-13 22:07:44+03","2025-11-13 21:07:44+02","TEST","99.5707986111111111","50","35","15","0","0","0","1","0",1
"ACC_000692","2025-05-17 15:25:54+03","2025-11-17 14:25:54+02","TEST","84.0101157407407407","31","23","8","0","0","0","0","0",1
"ACC_000688","2025-05-17 20:53:45+03","2025-11-17 19:53:45+02","TEST","86.2397685185185185","21","19","2","0","0","0","1","0",1
"ACC_000630","2025-05-19 03:16:23+03","2025-11-19 02:16:23+02","TEST","103.7953587962962963","24","17","5","1","1","0","1","1",1
"ACC_000863","2025-05-19 16:15:40+03","2025-11-19 15:15:40+02","TEST","34.1468750000000000","19","9","10","0","0","0","1","0",1
"ACC_000894","2025-05-20 05:43:35+03","2025-11-20 04:43:35+02","TEST","23.4004282407407407","17","6","11","0","0","0","0","0",1
"ACC_000668","2025-05-21 08:42:26+03","2025-11-21 07:42:26+02","TEST","92.1400925925925926","52","35","11","3","3","0","2","2",0
"ACC_000919","2025-05-21 14:08:04+03","2025-11-21 13:08:04+02","TEST","17.9666203703703704","17","6","11","0","0","0","0","0",1
"ACC_000805","2025-05-22 01:31:38+03","2025-11-22 00:31:38+02","TEST","51.9450462962962963","23","14","9","0","0","0","0","0",1
"ACC_000817","2025-05-22 17:39:38+03","2025-11-22 16:39:38+02","TEST","48.5868634259259259","24","16","8","0","0","0","1","0",1
"ACC_000714","2025-05-22 21:48:00+03","2025-11-22 20:48:00+02","TEST","82.5695833333333333","48","25","18","0","5","0","3","2",1
"ACC_000935","2025-05-24 01:53:41+03","2025-11-24 00:53:41+02","TEST","16.4043518518518519","15","2","13","0","0","0","0","0",1
"ACC_000701","2025-05-26 03:56:41+03","2025-11-26 02:56:41+02","TEST","88.0122106481481481","29","19","10","0","0","0","0","0",0
"ACC_000824","2025-05-28 01:37:25+03","2025-11-28 00:37:25+02","TEST","52.1164467592592593","26","10","14","1","1","0","1","1",1
"ACC_000859","2025-05-28 10:44:26+03","2025-11-28 09:44:26+02","TEST","41.9372800925925926","27","13","14","0","0","0","0","0",1
"ACC_000651","2025-05-29 16:22:11+03","2025-11-29 15:22:11+02","TEST","106.6321643518518519","41","31","10","0","0","0","1","0",0
"ACC_000786","2025-05-31 02:44:34+03","2025-12-01 01:44:34+02","TEST","70.2952777777777778","34","23","11","0","0","0","0","0",0
"ACC_000791","2025-05-31 09:40:02+03","2025-11-30 08:40:02+02","TEST","66.2284143518518519","23","17","6","0","0","0","0","0",1
"ACC_000689","2025-06-01 08:38:18+03","2025-12-01 07:38:18+02","TEST","99.3990972222222222","31","21","6","0","4","0","1","1",1
"ACC_000873","2025-06-01 10:12:09+03","2025-12-01 09:12:09+02","TEST","43.1946759259259259","29","14","15","0","0","0","1","0",0
"ACC_000802","2025-06-02 18:39:48+03","2025-12-02 17:39:48+02","TEST","67.0262268518518519","33","23","10","0","0","0","1","0",1
"ACC_000822","2025-06-04 01:11:11+03","2025-12-04 00:11:11+02","TEST","62.2920833333333333","34","23","11","0","0","0","0","0",1
"ACC_000687","2025-06-04 04:20:40+03","2025-12-04 03:20:40+02","TEST","99.6359606481481481","39","26","6","4","3","0","1","1",1
"ACC_000856","2025-06-07 01:14:23+03","2025-12-07 00:14:23+02","TEST","55.1097800925925926","33","23","10","0","0","0","1","0",0
"ACC_000757","2025-06-07 05:53:54+03","2025-12-07 04:53:54+02","TEST","86.0035300925925926","40","27","6","2","5","0","1","1",1
"ACC_000717","2025-06-08 02:49:32+03","2025-12-08 01:49:32+02","TEST","97.0097337962962963","38","30","8","0","0","0","0","0",0
"ACC_000705","2025-06-08 20:27:05+03","2025-12-08 19:27:05+02","TEST","100.0881250000000000","37","30","6","1","0","0","2","1",0
"ACC_000903","2025-06-09 20:29:32+03","2025-12-09 19:29:32+02","TEST","43.1601851851851852","21","12","9","0","0","0","0","0",1
"ACC_000998","2025-06-11 23:10:42+03","2025-12-11 22:10:42+02","TEST","17.3518402777777778","12","2","10","0","0","0","0","0",1
"ACC_000870","2025-06-12 15:43:49+03","2025-12-12 14:43:49+02","TEST","57.6004861111111111","22","11","11","0","0","0","0","0",1
"ACC_000983","2025-06-13 08:49:52+03","2025-12-13 07:49:52+02","TEST","26.3584490740740741","24","16","8","0","0","0","0","0",1
"ACC_000890","2025-06-14 16:18:59+03","2025-12-14 15:18:59+02","TEST","49.9666087962962963","30","20","9","0","1","0","1","1",1
"ACC_000733","2025-06-15 12:47:32+03","2025-12-15 11:47:32+02","TEST","100.9161111111111111","39","30","9","0","0","0","0","0",0
"ACC_000843","2025-06-16 15:55:06+03","2025-12-16 14:55:06+02","TEST","66.9049884259259259","33","20","13","0","0","0","1","0",0
"ACC_000924","2025-06-16 17:30:34+03","2025-12-16 16:30:34+02","TEST","43.9618402777777778","23","14","7","0","2","0","2","1",1
"ACC_000759","2025-06-16 20:58:08+03","2025-12-16 19:58:08+02","TEST","94.8984143518518519","33","23","10","0","0","0","0","0",1
"ACC_000909","2025-06-17 17:48:10+03","2025-12-17 16:48:10+02","TEST","51.2075925925925926","23","19","4","0","0","0","0","0",1
"ACC_000678","2025-06-18 09:05:09+03","2025-12-18 08:05:09+02","TEST","116.9503819444444444","31","22","9","0","0","0","0","0",1
"ACC_001008","2025-06-19 00:47:08+03","2025-12-18 23:47:08+02","TEST","23.0548379629629630","26","13","13","0","0","0","0","0",1
"ACC_000942","2025-06-19 01:12:17+03","2025-12-19 00:12:17+02","TEST","44.9077430555555556","19","9","10","0","0","0","1","0",1
"ACC_000977","2025-06-19 18:20:44+03","2025-12-19 17:20:44+02","TEST","30.8873379629629630","15","7","8","0","0","0","2","1",0
"ACC_001038","2025-06-21 04:40:30+03","2025-12-21 03:40:30+02","TEST","14.3102430555555556","23","6","17","0","0","0","0","0",1
"ACC_000735","2025-06-21 14:51:56+03","2025-12-21 13:51:56+02","TEST","107.8104050925925926","52","31","21","0","0","0","0","0",1
"ACC_000773","2025-06-21 20:22:00+03","2025-12-21 19:22:00+02","TEST","93.6489583333333333","25","17","8","0","0","0","0","0",1
"ACC_000895","2025-06-23 06:27:22+03","2025-12-23 05:27:22+02","TEST","60.3257060185185185","36","21","15","0","0","0","1","0",0
"ACC_000808","2025-06-24 04:42:45+03","2025-12-24 03:42:45+02","TEST","82.2241203703703704","87","59","6","0","2","20","1","1",1
"ACC_000868","2025-06-24 14:58:21+03","2025-12-24 13:58:21+02","TEST","67.9205787037037037","23","11","12","0","0","0","0","0",1
"ACC_000993","2025-06-25 04:15:56+03","2025-12-25 03:15:56+02","TEST","32.8722106481481481","29","16","13","0","0","0","0","0",0
"ACC_001051","2025-06-25 17:21:07+03","2025-12-25 16:21:07+02","TEST","17.5415162037037037","18","5","13","0","0","0","0","0",1
"ACC_001063","2025-06-25 18:03:38+03","2025-12-25 17:03:38+02","TEST","14.2734027777777778","17","5","12","0","0","0","0","0",0
"ACC_000727","2025-06-30 02:11:06+03","2025-12-30 01:11:06+02","TEST","117.0642245370370370","40","34","6","0","0","0","0","0",1
"ACC_000852","2025-06-30 06:47:08+03","2025-12-30 05:47:08+02","TEST","80.5618055555555556","37","24","7","0","6","0","2","1",1
"ACC_000818","2025-06-30 17:13:11+03","2025-12-30 16:13:11+02","TEST","87.8396875000000000","34","25","9","0","0","0","0","0",0
